"movieID","title","year","rating"
2491,"El cuervo del campamento",1914,5.6
2492,"La cueva vengadora",1914,5.9
2493,"Damaged Goods",1914,5.8
2494,"Damon and Pythias",1914,6.3
2495,"Dan",1914,7.3
2496,"Dance of the Vampire",1914,8.4
2497,"The Dancer and the King",1914,5.0
2498,"La danza fatal",1915,6.4
2499,"The Daughters of Men",1914,7.1
2500,"The Day of Days",1914,5.0
2501,"Detective Craig's Coup",1914,3.6
2502,"The Detective Queen",1914,5.4
2503,"La deuda del pasado",1914,7.2
2504,"Diego Corrientes",1914,7.6
2505,"The Dishonored Medal",1914,6.3
2506,"Doc",1914,7.0
2507,"Dodge City Trail",1936,6.3
2508,"The Dollar Mark",1914,5.9
2509,"Dope",1914,4.8
2510,"Un drama en Aragón",1914,6.0
2511,"Un drama en la montaña",1914,6.8
2512,"The Dream Woman",1914,5.7
2513,"Dömen icke",1914,5.3
2514,"The Eagle's Mate",1914,7.0
2515,"La echadora de cartas",1914,6.7
2516,"The Education of Mr. Pipp",1914,7.0
2517,"Elizabeth's Prayer",1914,1.4
2518,"O Embarque das Tropas Expedicionárias para Angola e Moçambique",1914,5.8
2519,"L'enfant de Paris",1913,6.0
2520,"Engelein",1914,5.0
2521,"Enoch Arden",1914,9.1
2522,"Entre ruinas",1914,5.7
2523,"The Envoy Extraordinary",1914,7.6
2524,"Erstarrte Liebe",1914,6.8
2525,"The Escape",1914,6.2
2526,"Escaped from Siberia",1914,6.9
2527,"Even Unto Death",1914,6.5
2528,"The Exploits of Elaine",1914,6.9
2529,"Facing the Gattling Guns",1914,5.8
2530,"A Factory Magdalen",1914,5.6
2531,"A False Beauty",1914,6.8
2532,"Fantasma",1914,6.0
2533,"Fantomas: The Mysterious Finger Print",1914,6.8
2534,"The Fatal Night",1914,5.6
2535,"The Fates and Flora Fourflush",1914,8.0
2536,"Fatum",1915,5.8
2537,"Fantômas: The False Magistrate",1914,7.0
2538,"La festa del Blat",1914,7.2
2539,"Fiestas del Coso Blanco en Tarragona",1914,6.3
2540,"A Fight for Freedom; Or, Exiled to Siberia",1914,6.1
2541,"The Fight for the Great Black Diamond",1914,2.2
2542,"Fighting Death",1914,1.7
2543,"Loyalty",1914,7.1
2544,"Fire and Sword",1914,6.2
2545,"The Perfect Thirty-Six",1914,7.1
2546,"The Flooding and Opening of the Panama Canal",1914,5.4
2547,"A Florida Enchantment",1914,7.7
2548,"Florida Historic Scenes and Florida in Mid-Winter",1914,6.0
2549,"The Folly of Revenge",1916,6.7
2550,"Forgiven; Or, The Jack of Diamonds",1914,2.7
2551,"The Fortune Hunter",1914,5.1
2552,"The Fringe of War",1914,7.5
2553,"Frou Frou",1914,6.4
2554,"Miss Soapsuds",1914,6.8
2555,"La fuerza del mal",1914,6.5
2556,"För sin kärleks skull",1914,6.8
2557,"The Gamblers",1914,6.5
2558,"Gatans barn",1914,6.1
2559,"Heilig recht",1914,7.3
2560,"A Gentleman from Mississippi",1914,2.4
2561,"Das Geschenk des Inders",1914,3.9
2562,"The Ghost Breaker",1914,7.7
2563,"La gitanilla",1914,1.8
2564,"Julius Caesar",1914,5.9
2565,"The Golem",1915,5.8
2566,"A Good Little Devil",1914,4.9
2567,"The Good-for-Nothing",1914,5.9
2568,"The Governor's Ghost",1914,6.1
2569,"Grandes regatas en Barcelona",1914,8.0
2570,"The Great Diamond Robbery",1914,5.4
2571,"The Great Leap: Until Death Do Us Part",1914,6.7
2572,"The Greyhound",1914,5.5
2573,"Guardian of Virtue",1914,6.6
2574,"Half Breed",1913,5.5
2576,"The Hand of Destiny",1914,6.1
2577,"The Hazards of Helen",1914,5.8
2578,"Hearts Adrift",1914,6.8
2579,"Hearts United",1914,6.9
2580,"Hearts and Flowers",1914,7.9
2581,"Hearts of Oak",1914,7.6
2582,"Sealed Orders",1914,5.7
2583,"Her Luck in London",1914,7.3
2584,"His Holiness, the Late Pope Pius X, and the Vatican",1914,5.7
2585,"His Last Dollar",1914,5.3
2586,"The New Wizard of Oz",1914,5.5
2587,"Hombre o mujer",1914,5.4
2588,"Homenaje a Lanuza",1914,7.8
2589,"Hook and Hand",1914,6.3
2590,"The Hoosier Schoolmaster",1914,7.0
2591,"Der Hund von Baskerville",1914,6.6
2592,"The House Next Door",1914,7.0
2593,"The House of Bondage",1914,6.1
2594,"How the German General Signed a Pact with the Devil",1914,8.0
2595,"The Human Bloodhound",1914,8.0
2596,"Hypocrites",1915,7.1
2597,"I kammerherrens klæder",1914,4.6
2598,"The Idler",1914,1.6
2599,"The Idol of Paris",1914,6.5
2600,"Ill Starred Babbie",1914,5.2
2601,"Im Schützengraben",1914,7.8
2602,"Imar the Servitor",1914,4.7
2603,"In the Land of the Head Hunters",1914,6.9
2604,"In the Name of the Prince of Peace",1914,6.2
2605,"The Indian Wars",1914,7.0
2606,"L'infirmière",1914,7.6
2607,"La intrusa",1914,5.9
2608,"The Invisible Power",1914,4.8
2609,"Ireland, a Nation",1914,6.4
2610,"Jane Eyre",1914,6.3
2611,"Jess",1914,6.0
2612,"Jess of the Mountain Country",1914,7.7
2613,"John Barleycorn",1914,4.9
2614,"Joliet Prison, Joliet, Ill.",1914,6.7
2615,"Joseph and His Coat of Many Colors",1914,4.9
2616,"Joseph in the Land of Egypt",1914,6.8
2617,"The Judge's Wife",1914,5.4
2618,"Judith of Bethulia",1914,6.1
2619,"The Jungle",1914,6.9
2620,"The Kangaroo",1914,5.0
2621,"Kate",1914,7.6
2622,"The Key to Yesterday",1914,7.1
2623,"The King of the Bowery",1914,7.3
2624,"Krates",1913,6.7
2625,"Den kulørte slavehandler",1914,5.9
2626,"The Borrowed Babies",1915,7.3
2627,"Lache Bajazzo",1915,7.1
2628,"The Ladies' War",1914,6.4
2629,"The Land of the Lost",1914,6.3
2630,"The Last Egyptian",1914,6.2
2631,"The Last Volunteer",1914,9.0
2632,"Die Launen einer Weltdame",1915,8.1
2633,"Lena Rivers",1914,6.3
2635,"El león de la sierra",1914,5.3
2636,"Life in a Western Penitentiary",1914,8.1
2637,"The Life of Big Tim Sullivan; Or, from Newsboy to Senator",1914,5.5
2638,"The Life of General Villa",1914,8.3
2639,"Life's Shop Window",1914,7.1
2640,"The Light Unseen",1914,5.3
2641,"The Lightning Conductor",1914,7.1
2642,"The Line-Up at Police Headquarters",1914,5.5
2643,"Linito quiere ser torero",1914,6.4
2644,"The Lion and the Mouse",1914,6.7
2645,"The Little Angel of Canyon Creek",1914,7.5
2646,"The Little Gray Lady",1914,5.5
2647,"The Little Jewess",1914,5.5
2648,"Little Lord Fauntleroy",1914,6.3
2649,"The Littlest Rebel",1914,4.6
2650,"Lola",1914,7.1
2651,"The Long Arm of the Law",1914,6.2
2652,"The Loss of the Birkenhead",1914,7.5
2653,"The Lost Paradise",1914,3.9
2654,"Love",1914,8.5
2655,"Love Never Dies",1916,1.8
2656,"La lucha contra el destino",1914,6.8
2657,"Luchtkastelen",1914,7.3
2658,"Lucille Love: The Girl of Mystery",1914,4.9
2659,"The Lure",1914,5.3
2660,"La malquerida",1914,7.3
2661,"The Man Who Could Not Lose",1914,7.4
2662,"The Man Who Disappeared",1914,7.6
2663,"The Man from Home",1914,7.9
2664,"The Man from Mexico",1914,1.0
2665,"The Man o' Warsman",1914,6.8
2666,"Man of the Hour",1914,2.3
2667,"The Man on the Box",1914,5.2
2668,"Manon Lescaut",1914,7.3
2669,"The Marked Woman",1914,6.4
2670,"Mars' Stepson",1914,6.8
2671,"Marta of the Lowlands",1914,5.9
2672,"Martin Eden",1914,6.3
2673,"The Master Cracksman",1914,5.3
2674,"The Master Key",1914,6.4
2675,"The Master Mind",1914,6.2
2676,"McVeagh of the South Seas",1914,6.0
2677,"Memories",1914,8.2
2678,"The Merchant of Venice",1914,7.6
2679,"Michael Strogoff",1914,7.7
2680,"A Million Bid",1914,5.3
2681,"The Million Dollar Mystery",1914,6.6
2682,"The Million Dollar Robbery",1914,6.3
2683,"The Million",1914,4.3
2684,"The Minstrel Man",1914,3.6
2685,"Misterio de dolor",1914,5.5
2686,"A Modern Mephisto",1914,5.9
2687,"The Money God",1914,6.9
2688,"The Money Lender",1914,5.5
2689,"The Monster and the Girl",1914,7.6
2690,"Mother Love",1914,7.2
2691,"A Mother's Heart",1914,6.7
2692,"Mr. Barnes of New York",1914,7.6
2693,"Mrs. Black Is Back",1914,5.5
2694,"Mrs. Wiggs of the Cabbage Patch",1914,4.2
2695,"Los muertos hablan",1915,5.9
2696,"The Murdoch Trial",1914,6.1
2697,"My Official Wife",1914,4.7
2698,"The Mysterious Man of the Jungle",1914,6.7
2699,"The Mysterious Mr. Wu Chung Foo",1914,2.5
2700,"The Mystery of Edwin Drood",1914,6.2
2701,"Das Geheimnis von Chateau Richmond",1913,6.8
2702,"The Mystery of the Diamond Belt",1914,6.4
2703,"The Mystery of the Fatal Pearl and the Sequel",1914,5.2
2704,"The Mystery of the Poison Pool",1914,5.7
2705,"The Naked Truth",1914,7.9
2706,"Native Life in the Philippines",1914,7.0
2707,"Down with Weapons",1914,6.4
2708,"Nell of the Circus",1914,6.8
2709,"Mute Witnesses",1914,7.2
2710,"Neptune's Daughter",1914,7.7
2711,"The Next in Command",1914,4.6
2712,"The Night Riders of Petersham",1914,7.1
2713,"The Nightingale",1914,6.8
2714,"Nightmare",1914,6.4
2715,"Noche de sangre",1914,4.9
2716,"Tragic Night",1914,6.5
2717,"Northern Lights",1914,5.1
2718,"An Odyssey of the North",1914,7.3
2719,"Officer 666",1914,6.8
2720,"On the Belgian Battlefield",1914,7.5
2721,"One Wonderful Night",1914,5.4
2722,"One of Millions",1914,7.3
2723,"One of Our Girls",1914,6.7
2724,"The Only Son",1914,8.2
2725,"The Opened Shutters",1914,7.5
2726,"The Ordeal",1914,7.0
2727,"Othello",1914,7.3
2728,"Over Niagara Falls",1914,7.3
2729,"Pagan Rome",1914,4.5
2730,"Die Pagode",1914,6.0
2731,"Paid in Full",1914,7.6
2732,"The Painted World",1914,5.7
2733,"Palestine, the Jewish Return from Exile; Or, Life in the Holy Land",1914,7.6
2734,"Passionels Tagebuch",1914,6.2
2735,"The Patchwork Girl of Oz",1914,7.7
2736,"The Path Forbidden",1914,7.0
2737,"The Pawn of Fortune",1914,5.8
2738,"The Perils of Pauline",1914,7.9
2739,"Pieces of Silver: A Story of Hearts and Souls",1914,4.9
2740,"Pierre of the Plains",1914,6.9
2741,"The Pit",1914,7.8
2742,"The Poison Needle",1914,6.2
2743,"El pollo Tejada",1914,4.2
2744,"The Port of Missing Men",1914,4.5
2745,"Presentencompanigraf",1914,5.3
2746,"The Price He Paid",1914,3.3
2747,"Price of Treachery; Or, The Lighthouse Keeper's Daughter",1914,5.6
2748,"The Pride of Jennico",1914,7.3
2749,"Prince Edward Island in Motion; Home of the Silver Black Fox Industry",1914,2.7
2750,"A Prince of India",1914,7.5
2751,"Protect Us",1914,7.1
2752,"Prueba trágica",1914,7.5
2753,"Saints and Sorrows",1914,5.9
2754,"The Pursuit of the Phantom",1914,7.1
2755,"The Ragged Earl",1914,5.4
2756,"Rainey's African Hunt",1914,5.9
2757,"Ready Money",1914,6.1
2758,"The Red Flame of Passion",1914,6.3
2759,"El regalo de bodas",1914,6.2
2760,"The Reign of Terror",1914,6.0
2761,"Rescue of the Stefansson Arctic Expedition",1914,6.0
2762,"Richelieu",1914,6.9
2763,"The Ring and the Man",1914,4.6
2764,"Rip Van Winkle",1914,5.5
2765,"A Romance of the Mexican Revolution",1914,7.7
2766,"Rosalinda",1914,5.9
2767,"Rose of the Alley",1916,3.8
2768,"Rose of the Rancho",1914,8.7
2769,"The Royal Box",1914,7.4
2770,"Det röda tornet",1914,5.5
2771,"Salomy Jane",1914,6.2
2772,"Samson",1914,5.6
2773,"The Scales of Justice",1914,6.7
2774,"The School for Scandal",1914,4.9
2775,"The Seats of the Mighty",1914,6.0
2776,"The Secret of the Mountain",1915,7.3
2777,"La secta de los misteriosos",1914,6.8
2778,"El sello de oro",1914,6.9
2779,"Ein seltsamer Fall",1914,5.7
2780,"Shannon of the Sixth",1914,7.1
2781,"Shore Acres",1914,4.9
2782,"Should a Woman Divorce?",1914,2.5
2783,"The Sign of the Cross",1914,7.0
2784,"El signo de la tribu",1914,6.4
2785,"The Silence of Dean Maitland",1914,6.6
2786,"Sins of the Parents",1914,7.3
2787,"Skottet",1914,7.0
2788,"Smashing the Vice Trust",1914,6.4
2789,"Soldiers of Fortune",1914,3.5
2790,"Un solo corazón o Los muertos viven",1914,6.4
2791,"The Span of Life",1914,6.4
2792,"The Spirit of the Conqueror",1914,6.2
2793,"The Spirit of the Poppy",1914,6.8
2794,"The Spitfire",1914,1.4
2795,"The Spoilers",1914,5.1
2796,"Sport and Travel in Central Africa",1914,6.0
2797,"Springtime",1914,1.1
2798,"The Spy",1914,8.5
2799,"The Squaw Man",1914,3.1
2800,"St. Elmo",1914,6.6
2801,"Stormfågeln",1914,4.4
2802,"The Straight Road",1914,7.0
2803,"The Strange Story of Sylvia Gray",1914,6.8
2804,"Stuart Webbs: Das Panzergewölbe",1914,6.8
2805,"Trapped by the Camera",1914,7.2
2806,"The Black Triangle",1914,5.5
2807,"A Study in Scarlet",1914,6.0
2808,"Su mismo juez",1914,6.0
2809,"Such a Little Queen",1914,6.9
2810,"The Suicide Club",1914,5.2
2811,"A Suspicious Wife",1914,7.6
2812,"The Swagman's Story",1914,5.3
2813,"The Taint",1914,6.3
2814,"Taking His Chance",1914,5.6
2815,"The Tangle",1914,5.7
2816,"The Temptations of Satan",1914,6.9
2817,"Tess of the Storm Country",1914,5.2
2818,"Thais",1914,7.4
2819,"The Thief",1914,7.0
2820,"Thirty Leagues Under the Sea",1914,5.9
2821,"Threads of Destiny",1914,5.0
2822,"The Three Musketeers",1914,8.0
2823,"Three Weeks",1914,5.7
2824,"The Three of Us",1914,6.6
2825,"Through Dante's Flames",1914,7.1
2826,"Through Fire to Fortune",1914,7.6
2827,"La tierra de los naranjos",1914,7.1
2828,"The Tigress",1914,7.0
2829,"Tillie's Punctured Romance",1914,7.5
2830,"Tirol in Waffen",1914,4.4
2831,"The Toll of Love",1914,6.9
2832,"The Toll of Mammon",1914,5.6
2833,"The Undesirable",1915,6.5
2834,"Too Late",1914,6.6
2835,"La tragedia del destino",1914,7.2
2836,"The Trail of the Lonesome Pine",1914,7.2
2837,"Trapped in the Great Metropolis",1914,6.7
2838,"The Trey o' Hearts",1914,5.6
2839,"Trilby",1914,5.0
2840,"Trooper Campbell",1914,6.8
2841,"Il trovatore",1914,7.7
2842,"The Truth Wagon",1914,6.5
2843,"The Typhoon",1914,7.4
2844,"Uncle Tom's Cabin",1914,6.1
2845,"Under the Black Robe",1914,6.5
2846,"Under the Gaslight",1914,6.8
2847,"The Unwelcome Mrs. Hatch",1914,6.8
2848,"Uriel Acosta",1914,7.5
2849,"The Valley of the Moon",1914,6.3
2850,"Vendetta",1914,5.9
2851,"The Virgin of the Rocks",1914,6.0
2852,"The Virginian",1914,7.8
2853,"The Voice at the Telephone",1914,4.8
2854,"Volga i Sibir",1914,4.0
2855,"The Volunteer Parson",1914,8.2
2856,"The Vulture of Gold",1914,6.5
2857,"The Walls of Jericho",1914,5.9
2858,"The War Extra",1914,5.8
2859,"The War of Wars; Or, The Franco-German Invasion",1914,5.7
2860,"The War of the World",1914,6.9
2861,"Weergevonden",1914,6.4
2862,"What Is to Be Done?",1914,6.3
2863,"What's His Name",1914,5.0
2864,"When Broadway Was a Trail",1914,5.8
2865,"When Fate Leads Trump",1914,6.2
2866,"When Rome Ruled",1914,6.9
2867,"Where the Trail Divides",1914,6.8
2868,"Wildflower",1914,7.2
2869,"The Win(k)some Widow",1914,6.2
2870,"Winning His First Case",1914,4.6
2871,"The Wishing Ring: An Idyll of Old England",1914,5.5
2872,"With Serb and Austrian",1914,7.7
2873,"Without Hope",1914,5.4
2874,"The Wolf",1914,4.3
2875,"Wolfe; Or, The Conquest of Quebec",1914,5.9
2876,"A Woman Who Did",1914,5.8
2877,"The Woman of Mystery",1914,6.8
2878,"A Woman's Triumph",1914,6.7
2879,"The World, the Flesh and the Devil",1914,7.0
2880,"The Wrath of the Gods",1914,7.7
2881,"The Yellow Traffic",1914,6.4
2882,"Your Girl and Mine: A Woman Suffrage Play",1914,8.2
2883,"Zijn viool",1914,6.0
2884,"Zona olivarera",1914,5.3
2885,"Zudora",1914,2.5
2886,"Prisoner of the Night",1914,5.6
2887,"La última danza",1915,7.9
2888,"'Twas Ever Thus",1915,6.2
2889,"10,000 Dollars",1915,4.2
2890,"1915 World's Championship Series",1915,5.8
2891,"The Absentee",1915,6.8
2892,"The Adventures of a Boy Scout",1915,6.2
2893,"The Adventures of a Madcap",1915,6.0
2894,"An Affair of Three Nations",1915,7.6
2895,"After Dark",1915,7.7
2896,"After Five",1915,7.6
2897,"Ágyú és harang",1915,5.7
2898,"One Who Is Loved by Two",1915,6.5
2899,"Alias Jimmy Valentine",1915,2.4
2900,"Alice in Wonderland",1915,7.7
2901,"The Alien",1915,7.8
2902,"Aloha Oe",1915,7.2
2903,"The Alster Case",1915,7.6
2904,"Always in the Way",1915,7.6
2905,"American Game Trails",1915,5.7
2906,"An American Gentleman",1915,5.0
2907,"El amor hace justicia",1915,7.7
2909,"Anselo Lee",1915,6.4
2910,"The Greater Will",1915,7.4
2911,"The Apaches of Paris",1915,6.7
2912,"The Arab",1915,5.7
2913,"Are They Born or Made?",1915,7.2
2914,"Are You a Mason?",1915,5.1
2915,"Armstrong's Wife",1915,5.8
2916,"The Arrival of Perpetua",1915,7.2
2917,"As Ye Repent",1915,6.1
2918,"The Ashes of Revenge",1915,4.2
2919,"At Bay",1915,5.9
2920,"At the Torrent's Mercy",1915,5.8
2921,"A Trip on the Ice",1915,8.2
2922,"Aurora Leigh",1915,6.4
2923,"Authentic European War",1915,5.8
2924,"The Avalanche",1915,5.6
2925,"The Bachelor's Romance",1915,7.2
2926,"Barbara Frietchie",1915,6.3
2927,"Barnaby Rudge",1915,7.8
2928,"The Barnstormers",1915,6.6
2929,"The Battle Cry of Peace",1915,4.3
2930,"The Battle and Fall of Przemysl",1915,7.4
2931,"The Battle of Ballots",1915,5.3
2932,"The Battles of a Nation",1915,8.0
2933,"The Beachcomber",1915,6.9
2934,"Beby y su circo",1915,6.0
2935,"Bella Donna",1915,5.9
2936,"The Beloved Vagabond",1915,7.4
2937,"The Better Woman",1915,8.6
2938,"Betty in Search of a Thrill",1915,6.8
2939,"Between Men",1915,8.0
2940,"Beulah",1915,7.0
2941,"The Bigger Man",1915,5.7
2942,"The Billionaire Lord",1915,6.0
2943,"The Birth of a Nation",1915,6.2
2944,"The Birthmark",1915,7.9
2945,"The Black Box",1915,5.5
2946,"Black Fear",1915,7.6
2947,"The Black Heart",1915,5.7
2948,"A Black Sheep",1915,6.1
2949,"Blackbirds",1915,6.2
2950,"Blind Man's Bluff",1915,7.4
2951,"Blindness of Devotion",1915,8.0
2952,"The Blindness of Virtue",1915,4.0
2953,"The Bludgeon",1915,8.1
2954,"Blue Grass",1915,8.5
2955,"Body and Soul",1915,8.0
2956,"Bondwomen",1915,6.9
2957,"The Boss",1915,6.9
2958,"Bought",1915,8.0
2959,"Bound on the Wheel",1915,6.1
2960,"A Branded Soul",1917,5.0
2961,"The Bridge of Sighs",1915,6.0
2962,"The Brink",1915,7.1
2963,"Britain Prepared",1915,7.7
2964,"The Broken Coin",1915,7.2
2965,"The Broken Law",1915,6.8
2966,"Buckshot John",1915,8.6
2967,"The Builder of Bridges",1915,7.2
2968,"The Bulldogs of the Trail",1915,7.1
2969,"A Bunch of Keys",1915,7.0
2970,"Business Is Business",1915,5.7
2971,"Butter",1916,6.7
2972,"A Butterfly on the Wheel",1915,8.0
2974,"The Buzzard's Shadow",1915,7.2
2975,"Los cabellos blancos",1915,7.2
2976,"The Call of the Dance",1915,7.3
2978,"Cap'n Eri",1915,6.9
2979,"The Caprices of Kitty",1915,6.3
2980,"Captain Courtesy",1915,6.5
2981,"Captivating Mary Carstairs",1915,5.9
2982,"The Captive",1915,7.7
2985,"The Carpet from Bagdad",1915,5.6
2986,"The Case of Becky",1915,7.1
2987,"The Castle of Thornfield",1915,6.4
2988,"The Cave Man",1915,4.0
2989,"The Celebrated Scandal",1915,5.9
2990,"The Chalice of Courage",1915,6.7
2991,"Charity Ann",1915,7.0
2992,"Charley's Aunt",1925,7.2
2993,"The Cheat",1915,7.7
2994,"A Child of God",1915,6.4
2995,"A Child of the Prairie",1915,7.4
2996,"Children of Eve",1915,7.3
2997,"Children of the Ghetto",1915,6.7
2998,"Chimmie Fadden Out West",1915,7.2
